**** 808 ****
1000
10; 21;
18; 32;
35; 18;
36; 11;
24; 28;
39; 28;
11; 33;
7; 27;
38; 25;
23; 31;
25; 12;
32; 14;
17; 16;
15; 26;
18; 22;
21; 31;
38; 22;
5; 28;
12; 18;
27; 26;
6; 15;
12; 29;
30; 16;
24; 33;
27; 23;
37; 29;
20; 36;
31; 37;
28; 8;
19; 23;
7; 15;
32; 6;
11; 13;
30; 29;
33; 19;
19; 24;
38; 36;
29; 14;
5; 8;
24; 6;
32; 22;
39; 35;
25; 32;
15; 6;
30; 7;
5; 8;
39; 8;
24; 31;
22; 10;
22; 22;
25; 34;
5; 13;
8; 17;
31; 23;
12; 21;
37; 24;
24; 18;
31; 25;
15; 36;
21; 19;
37; 29;
38; 30;
18; 16;
25; 34;
17; 37;
32; 35;
25; 6;
20; 37;
21; 31;
32; 12;
6; 32;
33; 14;
10; 20;
24; 26;
17; 39;
20; 25;
28; 8;
24; 36;
36; 15;
34; 32;
32; 36;
10; 15;
29; 6;
39; 22;
37; 34;
9; 24;
9; 13;
18; 10;
35; 28;
25; 38;
31; 38;
22; 18;
22; 11;
11; 22;
22; 23;
5; 10;
36; 5;
19; 9;
26; 23;
25; 8;
21; 7;
28; 22;
34; 35;
21; 20;
29; 19;
5; 12;
29; 35;
6; 33;
19; 32;
33; 23;
35; 21;
39; 18;
33; 38;
28; 8;
33; 13;
23; 17;
8; 22;
22; 28;
15; 39;
23; 26;
29; 31;
32; 8;
23; 33;
21; 5;
39; 26;
29; 34;
30; 7;
12; 5;
7; 14;
29; 36;
12; 17;
26; 21;
35; 28;
8; 12;
18; 17;
22; 20;
13; 11;
33; 9;
28; 36;
35; 5;
21; 27;
9; 12;
24; 28;
26; 6;
14; 22;
25; 6;
15; 26;
18; 16;
10; 16;
12; 34;
29; 13;
27; 27;
8; 14;
25; 23;
13; 8;
16; 11;
18; 28;
20; 25;
13; 18;
37; 11;
7; 7;
37; 36;
31; 21;
10; 26;
33; 21;
39; 16;
28; 6;
15; 12;
39; 22;
9; 14;
8; 7;
32; 10;
10; 19;
28; 26;
11; 33;
7; 31;
19; 5;
32; 27;
15; 31;
35; 26;
8; 38;
30; 31;
9; 39;
22; 16;
18; 12;
25; 31;
14; 27;
8; 39;
14; 32;
30; 17;
33; 24;
20; 39;
18; 12;
37; 28;
14; 28;
36; 13;
27; 22;
10; 9;
17; 5;
6; 10;
36; 16;
12; 39;
12; 16;
22; 32;
37; 32;
17; 23;
5; 22;
33; 24;
23; 31;
18; 37;
7; 34;
7; 30;
15; 16;
9; 31;
21; 39;
27; 14;
30; 25;
20; 21;
16; 21;
31; 7;
29; 10;
31; 22;
15; 17;
13; 9;
28; 25;
25; 25;
27; 9;
7; 7;
14; 22;
28; 35;
12; 30;
15; 37;
10; 8;
33; 20;
6; 16;
13; 7;
39; 15;
12; 37;
7; 24;
19; 37;
8; 39;
8; 35;
18; 6;
26; 26;
22; 18;
12; 33;
32; 36;
35; 39;
34; 33;
17; 12;
24; 33;
7; 16;
17; 23;
26; 16;
37; 10;
39; 29;
8; 31;
32; 12;
27; 19;
23; 8;
21; 12;
38; 28;
9; 19;
15; 7;
20; 12;
7; 14;
12; 12;
18; 15;
37; 31;
23; 35;
19; 14;
28; 16;
18; 22;
30; 5;
8; 28;
16; 19;
15; 13;
30; 17;
35; 19;
11; 37;
12; 23;
36; 29;
7; 30;
21; 35;
18; 22;
14; 36;
36; 27;
28; 11;
23; 26;
15; 27;
29; 14;
39; 32;
36; 28;
39; 39;
22; 5;
20; 23;
24; 25;
27; 35;
18; 39;
14; 27;
6; 34;
27; 26;
18; 20;
23; 27;
24; 23;
33; 14;
8; 24;
