**** 665 ****
190
19; 18;
7; 6;
16; 17;
14; 15;
10; 15;
8; 5;
5; 5;
14; 10;
19; 9;
5; 13;
8; 6;
8; 18;
16; 12;
15; 11;
14; 13;
17; 5;
12; 14;
7; 16;
14; 6;
18; 9;
8; 18;
7; 5;
7; 9;
18; 19;
8; 15;
9; 11;
5; 7;
19; 18;
14; 9;
9; 9;
7; 7;
5; 16;
17; 7;
13; 10;
17; 17;
16; 18;
11; 15;
9; 9;
19; 8;
15; 12;
14; 15;
8; 18;
8; 10;
5; 9;
14; 9;
6; 10;
16; 13;
7; 6;
17; 10;
8; 5;
15; 12;
7; 11;
19; 11;
5; 9;
17; 15;
19; 11;
13; 17;
14; 11;
19; 6;
12; 11;
6; 8;
15; 12;
15; 11;
6; 17;
13; 7;
12; 13;
5; 15;
16; 6;
13; 17;
19; 17;
10; 15;
12; 19;
10; 15;
16; 19;
19; 15;
7; 15;
17; 16;
18; 12;
17; 14;
15; 13;
9; 8;
15; 14;
7; 10;
11; 18;
5; 13;
18; 7;
7; 15;
6; 10;
16; 15;
6; 5;
14; 7;
18; 18;
5; 16;
15; 8;
16; 9;
9; 19;
6; 10;
12; 7;
5; 17;
17; 5;
8; 18;
18; 11;
17; 5;
12; 7;
15; 12;
16; 7;
12; 14;
19; 7;
10; 17;
14; 11;
14; 7;
6; 16;
8; 19;
5; 16;
7; 18;
10; 18;
18; 6;
16; 15;
8; 12;
6; 19;
8; 13;
13; 8;
13; 7;
11; 11;
11; 10;
17; 8;
8; 10;
10; 6;
17; 7;
7; 18;
5; 16;
19; 16;
7; 17;
8; 11;
17; 8;
19; 18;
15; 14;
7; 6;
14; 17;
7; 6;
12; 13;
9; 17;
6; 7;
15; 12;
16; 15;
18; 5;
9; 8;
19; 12;
13; 16;
6; 15;
18; 5;
13; 8;
10; 19;
12; 13;
8; 9;
11; 19;
19; 5;
10; 11;
11; 7;
14; 19;
6; 16;
14; 7;
10; 18;
13; 12;
14; 15;
12; 17;
15; 11;
8; 12;
19; 6;
11; 7;
15; 7;
9; 11;
9; 19;
5; 9;
18; 13;
5; 10;
7; 7;
14; 7;
10; 11;
18; 11;
11; 5;
18; 13;
16; 14;
8; 12;
17; 17;
11; 9;
16; 11;
9; 19;
12; 7;
18; 11;
*** EOF ***
