**** 216 ****
150
12; 30;
19; 16;
15; 10;
8; 27;
19; 20;
27; 33;
18; 20;
32; 38;
31; 11;
20; 39;
11; 30;
24; 15;
27; 22;
30; 18;
36; 30;
21; 19;
12; 24;
28; 28;
26; 13;
15; 25;
39; 11;
16; 12;
16; 11;
15; 10;
24; 13;
20; 14;
27; 6;
5; 22;
10; 9;
29; 33;
20; 29;
31; 29;
38; 13;
25; 34;
32; 8;
16; 22;
36; 35;
5; 39;
19; 16;
39; 20;
11; 24;
34; 28;
14; 12;
31; 11;
24; 11;
22; 22;
24; 22;
9; 15;
20; 26;
14; 7;
25; 21;
18; 20;
36; 37;
17; 32;
5; 5;
8; 34;
9; 14;
26; 35;
35; 7;
19; 31;
21; 19;
15; 26;
26; 34;
38; 19;
30; 29;
24; 32;
7; 36;
35; 30;
11; 18;
31; 17;
34; 39;
10; 23;
7; 27;
17; 14;
35; 14;
19; 17;
12; 22;
26; 10;
11; 31;
34; 7;
39; 38;
7; 16;
21; 15;
32; 13;
18; 36;
29; 22;
15; 7;
37; 22;
14; 31;
23; 38;
22; 28;
23; 21;
14; 11;
25; 24;
15; 29;
23; 19;
24; 29;
18; 35;
36; 33;
6; 32;
35; 8;
35; 39;
25; 37;
6; 10;
25; 8;
36; 19;
13; 35;
25; 15;
20; 26;
6; 15;
30; 12;
38; 29;
17; 14;
38; 26;
29; 6;
25; 20;
30; 31;
7; 18;
32; 24;
35; 17;
9; 20;
39; 11;
32; 9;
10; 28;
9; 7;
20; 15;
32; 31;
6; 27;
10; 11;
26; 15;
39; 20;
20; 23;
23; 21;
28; 22;
33; 11;
22; 36;
30; 29;
10; 15;
13; 32;
36; 13;
8; 15;
21; 26;
26; 14;
27; 39;
29; 20;
12; 26;
37; 25;
17; 29;
39; 20;
27; 16;
*** EOF ***
