**** 969 ****
100
29; 31;
33; 31;
20; 31;
28; 39;
38; 24;
26; 33;
38; 28;
23; 38;
29; 22;
31; 23;
34; 34;
32; 20;
35; 34;
36; 37;
24; 21;
28; 29;
38; 38;
37; 27;
23; 31;
38; 33;
28; 26;
39; 24;
28; 22;
26; 34;
22; 36;
22; 29;
39; 33;
30; 35;
38; 32;
35; 25;
34; 30;
34; 36;
36; 37;
35; 20;
31; 35;
34; 38;
23; 37;
34; 28;
34; 28;
32; 33;
27; 21;
35; 28;
39; 38;
30; 24;
28; 21;
29; 30;
35; 32;
38; 38;
31; 22;
28; 31;
26; 26;
23; 26;
21; 24;
26; 21;
39; 22;
20; 30;
20; 22;
38; 32;
34; 26;
37; 37;
26; 30;
32; 29;
26; 23;
22; 31;
38; 35;
36; 32;
39; 21;
26; 20;
38; 28;
27; 34;
32; 28;
25; 25;
21; 38;
30; 32;
34; 26;
23; 25;
25; 30;
24; 36;
34; 34;
39; 37;
21; 34;
22; 23;
25; 28;
30; 39;
36; 37;
34; 26;
39; 22;
25; 38;
25; 26;
27; 27;
33; 30;
36; 32;
32; 31;
26; 28;
36; 30;
26; 24;
28; 29;
33; 37;
26; 22;
20; 33;
*** EOF ***
