**** 199 ****
100
35; 17;
16; 20;
12; 27;
16; 23;
37; 32;
22; 16;
28; 13;
26; 16;
23; 25;
25; 14;
11; 24;
20; 9;
36; 36;
28; 18;
23; 8;
32; 31;
19; 21;
34; 32;
6; 17;
37; 36;
5; 20;
34; 22;
26; 10;
12; 13;
36; 26;
6; 12;
36; 34;
5; 16;
37; 12;
24; 15;
39; 37;
39; 34;
39; 31;
37; 11;
18; 33;
14; 10;
28; 29;
13; 31;
29; 37;
22; 30;
29; 19;
22; 37;
6; 25;
34; 24;
21; 23;
35; 34;
33; 26;
37; 8;
21; 5;
22; 35;
13; 5;
34; 8;
17; 36;
24; 12;
25; 13;
26; 39;
30; 34;
26; 24;
19; 6;
32; 19;
36; 17;
30; 35;
37; 20;
17; 6;
32; 10;
15; 29;
19; 26;
22; 28;
25; 19;
25; 10;
6; 27;
39; 12;
37; 35;
8; 39;
39; 17;
28; 19;
12; 8;
39; 36;
14; 39;
10; 36;
23; 22;
20; 19;
38; 36;
25; 8;
17; 38;
39; 5;
21; 27;
18; 13;
17; 23;
38; 7;
16; 18;
6; 19;
21; 36;
22; 16;
26; 25;
18; 25;
13; 28;
26; 23;
12; 24;
14; 5;
*** EOF ***
