**** 693 ****
200
5; 12;
6; 11;
12; 14;
14; 5;
12; 5;
12; 4;
14; 15;
14; 10;
5; 5;
4; 15;
4; 11;
5; 15;
4; 13;
5; 13;
10; 7;
11; 14;
6; 4;
6; 15;
15; 10;
6; 9;
14; 6;
4; 13;
7; 10;
6; 6;
8; 8;
9; 4;
12; 7;
13; 9;
10; 6;
11; 14;
13; 5;
11; 9;
10; 14;
13; 13;
13; 15;
10; 10;
15; 10;
4; 13;
11; 7;
12; 9;
11; 15;
8; 5;
14; 11;
5; 15;
6; 12;
9; 13;
15; 7;
11; 13;
11; 11;
7; 8;
13; 8;
8; 9;
13; 14;
5; 5;
7; 15;
14; 6;
10; 5;
6; 14;
12; 9;
10; 14;
13; 13;
10; 4;
9; 13;
10; 11;
15; 7;
5; 4;
4; 8;
11; 7;
10; 15;
7; 15;
10; 15;
12; 7;
13; 6;
6; 13;
4; 13;
5; 6;
4; 9;
11; 15;
13; 8;
15; 4;
8; 9;
6; 4;
13; 14;
6; 5;
9; 15;
8; 12;
5; 11;
8; 13;
5; 7;
6; 7;
10; 12;
11; 6;
6; 15;
15; 11;
13; 12;
9; 6;
4; 7;
10; 4;
12; 12;
9; 15;
4; 5;
8; 4;
8; 8;
4; 8;
5; 13;
14; 10;
5; 12;
9; 11;
14; 4;
13; 13;
14; 10;
8; 13;
10; 6;
12; 14;
4; 7;
5; 8;
13; 7;
6; 9;
8; 10;
13; 13;
15; 11;
10; 4;
14; 15;
4; 7;
13; 15;
6; 12;
14; 11;
4; 9;
12; 10;
10; 6;
11; 5;
7; 13;
12; 9;
12; 13;
9; 15;
7; 8;
7; 4;
14; 7;
4; 8;
15; 10;
5; 8;
4; 5;
4; 8;
10; 6;
6; 13;
13; 13;
15; 10;
5; 13;
7; 12;
8; 8;
6; 6;
14; 14;
12; 14;
9; 14;
13; 13;
8; 7;
11; 15;
5; 7;
5; 5;
13; 7;
14; 10;
11; 12;
6; 9;
8; 12;
14; 4;
15; 8;
4; 10;
7; 14;
10; 6;
9; 6;
15; 12;
8; 9;
8; 9;
6; 15;
8; 14;
12; 6;
15; 4;
10; 12;
11; 5;
11; 6;
9; 12;
15; 12;
13; 4;
7; 4;
11; 7;
12; 14;
12; 11;
7; 6;
5; 5;
8; 13;
7; 9;
8; 15;
8; 13;
9; 15;
4; 11;
7; 8;
10; 7;
12; 7;
12; 12;
11; 7;
*** EOF ***
