**** 193 ****
100
35; 25;
29; 33;
23; 39;
6; 22;
21; 32;
20; 20;
21; 16;
26; 18;
18; 34;
6; 32;
39; 13;
6; 8;
36; 19;
22; 9;
31; 28;
33; 17;
23; 36;
6; 33;
20; 16;
14; 20;
32; 5;
19; 29;
10; 6;
32; 20;
36; 22;
23; 25;
33; 24;
19; 27;
23; 25;
36; 9;
22; 37;
31; 32;
39; 8;
36; 25;
14; 33;
38; 6;
25; 26;
5; 39;
34; 16;
38; 35;
27; 6;
12; 13;
9; 12;
23; 39;
21; 19;
14; 34;
19; 10;
37; 35;
14; 26;
30; 7;
9; 11;
10; 7;
24; 21;
5; 11;
23; 20;
33; 12;
27; 6;
21; 20;
29; 22;
27; 32;
24; 37;
9; 35;
23; 8;
27; 20;
29; 10;
29; 12;
26; 35;
30; 21;
36; 9;
28; 28;
12; 17;
20; 5;
25; 6;
12; 18;
28; 22;
10; 31;
39; 37;
22; 12;
7; 15;
23; 21;
34; 25;
22; 18;
30; 26;
26; 31;
16; 5;
24; 24;
34; 39;
25; 12;
21; 8;
14; 22;
35; 13;
31; 12;
39; 38;
13; 28;
18; 23;
19; 25;
25; 11;
33; 26;
35; 6;
14; 39;
*** EOF ***
