**** 189 ****
100
26; 26;
20; 26;
22; 37;
21; 36;
22; 5;
20; 24;
38; 38;
35; 10;
32; 32;
33; 16;
9; 9;
38; 9;
6; 32;
36; 34;
6; 39;
19; 6;
18; 33;
7; 9;
10; 8;
39; 12;
39; 9;
21; 24;
17; 29;
34; 18;
6; 35;
6; 23;
8; 32;
32; 21;
28; 16;
24; 30;
5; 27;
34; 22;
26; 19;
11; 9;
35; 31;
39; 29;
33; 25;
16; 39;
27; 18;
31; 17;
37; 23;
32; 10;
37; 35;
37; 25;
5; 25;
21; 34;
23; 13;
12; 17;
15; 39;
38; 38;
23; 29;
23; 15;
36; 17;
29; 23;
21; 33;
34; 14;
24; 12;
32; 21;
35; 29;
25; 30;
22; 26;
8; 14;
15; 10;
11; 24;
18; 39;
29; 28;
20; 33;
34; 12;
5; 21;
14; 25;
11; 18;
8; 12;
31; 11;
14; 16;
20; 30;
21; 25;
18; 12;
20; 37;
25; 13;
5; 31;
10; 10;
9; 21;
9; 10;
34; 31;
17; 25;
21; 18;
20; 39;
24; 8;
22; 36;
22; 8;
35; 35;
8; 28;
22; 8;
15; 12;
17; 37;
26; 31;
21; 22;
19; 6;
13; 27;
8; 26;
*** EOF ***
