**** 988 ****
100
51; 56;
47; 63;
55; 46;
58; 43;
69; 74;
51; 72;
49; 61;
71; 56;
45; 58;
58; 42;
76; 68;
75; 49;
52; 40;
65; 72;
70; 73;
79; 72;
55; 42;
78; 45;
75; 73;
63; 64;
40; 71;
51; 75;
67; 49;
77; 41;
49; 78;
44; 43;
62; 52;
49; 62;
60; 77;
51; 54;
60; 65;
53; 75;
74; 58;
56; 46;
63; 66;
60; 52;
74; 73;
41; 44;
57; 40;
61; 42;
43; 63;
62; 71;
69; 76;
50; 43;
72; 55;
64; 77;
62; 48;
43; 54;
58; 56;
40; 49;
73; 70;
58; 62;
57; 72;
48; 68;
51; 45;
45; 60;
56; 48;
51; 76;
43; 62;
46; 78;
48; 53;
54; 47;
42; 63;
69; 65;
70; 66;
66; 40;
79; 52;
48; 53;
45; 40;
53; 76;
68; 61;
72; 67;
50; 43;
61; 53;
77; 47;
51; 76;
49; 42;
40; 60;
56; 51;
59; 74;
43; 62;
78; 64;
58; 44;
60; 43;
40; 78;
71; 42;
48; 50;
49; 67;
60; 66;
76; 78;
41; 56;
68; 62;
54; 70;
71; 77;
52; 68;
77; 73;
60; 58;
73; 46;
63; 47;
48; 46;
*** EOF ***
