**** 166 ****
90
20; 20;
7; 27;
5; 37;
16; 38;
17; 30;
37; 39;
8; 21;
12; 9;
39; 11;
12; 15;
26; 39;
28; 24;
15; 16;
6; 23;
18; 22;
22; 23;
19; 21;
29; 5;
7; 11;
25; 26;
30; 23;
19; 5;
12; 11;
16; 8;
9; 14;
32; 31;
19; 37;
39; 21;
32; 23;
17; 28;
35; 32;
24; 35;
13; 19;
24; 26;
31; 12;
6; 33;
25; 25;
25; 8;
24; 28;
16; 8;
39; 38;
18; 9;
29; 31;
9; 22;
22; 13;
13; 24;
34; 36;
31; 37;
39; 24;
31; 33;
26; 30;
16; 37;
12; 39;
10; 33;
17; 36;
36; 9;
11; 13;
29; 36;
19; 19;
10; 22;
14; 7;
9; 22;
38; 22;
38; 28;
34; 27;
9; 5;
36; 23;
22; 14;
26; 20;
36; 30;
25; 16;
10; 26;
16; 9;
17; 25;
12; 34;
23; 24;
19; 14;
24; 24;
25; 33;
39; 30;
5; 22;
38; 29;
31; 36;
12; 28;
31; 19;
15; 38;
22; 19;
37; 37;
37; 23;
10; 33;
*** EOF ***
