**** 437 ****
50
185; 149;
186; 119;
88; 151;
124; 191;
152; 193;
91; 72;
146; 193;
105; 169;
57; 102;
174; 165;
105; 51;
186; 122;
148; 111;
65; 120;
140; 184;
197; 170;
101; 87;
184; 188;
99; 84;
76; 89;
65; 130;
107; 151;
69; 57;
117; 117;
84; 177;
129; 181;
172; 195;
69; 184;
163; 114;
170; 177;
136; 54;
101; 167;
195; 121;
170; 108;
58; 116;
119; 172;
75; 135;
149; 174;
143; 84;
102; 141;
194; 147;
86; 163;
105; 65;
197; 105;
68; 50;
74; 185;
114; 99;
153; 61;
79; 140;
156; 148;
*** EOF ***
